url_length,num_dashes,num_digits,num_special_chars,path_segments,num_dots,hostname_length,path_length,query_length,num_underscores,num_dashes_in_hostname,title_length,http_status_code,has_https,has_ssl_cert,iframe_present,insecure_forms,submit_info_to_email,abnormal_form_action,double_slash_in_path,is_registered_in_ar,responds,is_phishing
-0.12529705830478788,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,0.15118011879233034,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,0.6745859992010071,0.20484715551114765,True,True,False,False,False,False,False,False,True,False
-0.310794374974425,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.24858613619357411,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,0.7679466131188701,0.20484715551114765,True,True,True,False,False,False,False,False,True,False
-0.2644200458070157,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.148644572447098,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,0.9235476363153085,0.20484715551114765,True,True,False,False,False,False,False,False,True,False
-0.40354303330924357,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.44846926368652634,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,-0.6635828002883626,0.20484715551114765,True,True,False,False,False,False,False,False,True,False
-0.44991736247665287,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.5484108274330025,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,-0.8503040281240886,0.20484715551114765,True,True,False,False,False,False,False,False,True,False
-0.310794374974425,-0.21579412869501474,0.21370736266444604,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.24858613619357411,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,0.8301870223974455,0.20484715551114765,True,True,True,False,False,False,False,False,True,False
-0.17167138747219715,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,0.05123855504585422,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,1.0169082502331714,0.20484715551114765,True,True,False,False,False,False,False,False,True,False
-0.5890403499788807,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.8482355186724309,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,0.9235476363153085,0.20484715551114765,True,True,True,False,False,False,False,False,True,False
-0.44991736247665287,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.5484108274330025,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,-0.2590201399776229,0.20484715551114765,True,True,True,False,False,False,False,False,True,False
-0.4962916916440621,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.6483523911794786,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,-0.8503040281240886,0.20484715551114765,True,True,False,False,False,False,False,False,True,False
-0.5426660208114714,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.7482939549259547,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,0.14554252033311676,0.20484715551114765,True,True,True,False,False,False,False,False,True,False
-0.44991736247665287,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.5484108274330025,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,0.6745859992010071,0.20484715551114765,True,True,True,True,False,False,False,False,True,False
-0.310794374974425,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.24858613619357411,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,0.14554252033311676,0.20484715551114765,True,True,False,False,False,False,False,False,True,False
-0.4962916916440621,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.6483523911794786,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,0.5812253852831442,0.20484715551114765,True,True,False,False,False,False,False,False,True,False
-0.2644200458070157,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.148644572447098,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,-0.5391019817312119,0.20484715551114765,True,True,False,False,False,False,False,False,True,False
0.013825929197439966,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,0.4510048100317587,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,-0.8503040281240886,-1.709711953899574,False,False,False,False,False,False,False,False,False,False
-0.2644200458070157,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.148644572447098,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,-0.0722989121418969,0.20484715551114765,True,True,True,False,False,False,False,False,True,False
-0.12529705830478788,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,0.15118011879233034,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,0.8301870223974455,0.20484715551114765,True,True,True,False,False,False,False,False,True,False
-0.310794374974425,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.24858613619357411,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,-0.3523807538954859,2.14812465156303,True,True,False,False,False,False,False,False,True,False
-0.310794374974425,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.24858613619357411,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,0.3945041574474181,0.20484715551114765,True,True,True,True,False,False,False,False,True,False
-0.2644200458070157,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.148644572447098,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,-0.8503040281240886,-1.709711953899574,False,False,False,False,False,False,False,False,False,False
-0.44991736247665287,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.5484108274330025,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,0.14554252033311676,2.14812465156303,True,True,False,False,False,False,False,False,True,False
-0.310794374974425,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.24858613619357411,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,0.14554252033311676,2.14812465156303,True,True,False,False,False,False,False,False,True,False
-0.07892272913737859,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,0.25112168253880646,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,0.7368264084795825,0.20484715551114765,True,True,False,False,False,False,False,False,True,False
-0.4962916916440621,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.6483523911794786,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,-0.8503040281240886,-1.709711953899574,False,False,False,False,False,False,False,False,False,False
-0.40354303330924357,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-0.19222651809064017,-0.44846926368652634,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,-0.22789993533833525,2.14812465156303,True,True,True,False,False,False,False,False,True,False
-0.7281633374811085,-0.21579412869501474,-0.1400420015809375,-0.0968973439122941,-0.2791653398813432,-1.1653465083356853,-1.148060209911859,-0.2472854289677562,-0.09330376759168599,-0.09287566374756324,-0.1738130961261587,-0.010058502863321566,0.20484715551114765,True,True,False,True,False,False,False,False,True,False
