url,tld,is_phishing,url_length,num_dashes,num_digits,num_special_chars,path_segments,num_dots,num_underscores,num_dashes_in_hostname,double_slash_in_path,hostname_length,path_length,query_length,registration_time,creation_date,expiration_date,site_age_years,time_to_expire_years,registrar,country_registered,is_registered_in_ar
http://https://pagamento-customerareait.estudiofelli.com.ar/1/arubacheck/,com.ar,True,73,1,1,0,3,3,0,0,True,5,60,0,12.01,2014-02-11T00:00:00,2026-02-10T00:00:00,11.46,0.55,nicar,Desconocido,False
http://https://estudiofelli.com.ar/ita1/,com.ar,True,40,0,1,0,2,2,0,0,True,5,27,0,12.01,2014-02-11T00:00:00,2026-02-10T00:00:00,11.46,0.55,nicar,Desconocido,False
http://https://estudiofelli.com.ar/ita2/,com.ar,True,40,0,1,0,2,2,0,0,True,5,27,0,12.01,2014-02-11T00:00:00,2026-02-10T00:00:00,11.46,0.55,nicar,Desconocido,False
http://https://www.castelar-digital.com.ar/track?id=f0935e4cd5920aa6c7c996a5ee53a70f&url=http://barchanews.com/1/index.html,com.ar,True,123,1,20,4,2,5,0,0,True,5,35,74,14.01,2012-03-18T17:34:55,2026-03-18T17:34:55,13.36,0.65,PDR Ltd. d/b/a PublicDomainRegistry.com,US,False
http://https://bruderconsultores.com.ar/wp1/,com.ar,True,44,0,1,0,2,2,0,0,True,5,31,0,12.1,2014-02-11T00:00:00,2026-03-15T00:00:00,11.46,0.64,nicar,Desconocido,False
http://https://pagamento-customerarea.bruderconsultores.com.ar/2/arubait-login/,com.ar,True,79,2,1,0,3,3,0,0,True,5,66,0,12.1,2014-02-11T00:00:00,2026-03-15T00:00:00,11.46,0.64,nicar,Desconocido,False
http://https://bigbuda.com.ar/js/Galcia,com.ar,True,39,0,0,0,3,2,0,0,True,5,26,0,12.31,2013-09-10T00:00:00,2025-12-30T00:00:00,11.88,0.43,nicar,Desconocido,False
http://https://jdcomp.com.ar/Softaccount/Sites/index.html,com.ar,True,57,0,0,0,4,3,0,0,True,5,44,0,11.93,2013-11-13T00:00:00,2025-10-17T00:00:00,11.7,0.23,nicar,Desconocido,False
http://https://airservicedg.com.ar/webapp.html,com.ar,True,46,0,0,0,2,3,0,0,True,5,33,0,11.58,2014-03-18T00:00:00,2025-10-14T00:00:00,11.36,0.22,nicar,Desconocido,False
http://https://arubait-fatturazione.estudioascuaga.com.ar/rinnovare-2/it/,com.ar,True,73,2,1,0,3,3,0,0,True,5,60,0,11.01,2015-04-07T00:00:00,2026-04-09T00:00:00,10.31,0.7,nicar,Desconocido,False
http://https://rodatecnica.com.ar/simple/=mycss_siteurl66692562/65ffc970f3c735e0d5dfc9f8f521aa0b/,com.ar,True,97,0,25,1,4,2,1,0,True,5,84,0,12.24,2013-08-20T00:00:00,2025-11-13T00:00:00,11.94,0.3,nicar,Desconocido,False
http://https://cooplasegunda.com.ar/base/,com.ar,True,41,0,0,0,2,2,0,0,True,5,28,0,12.36,2014-03-18T00:00:00,2026-07-23T00:00:00,11.36,0.99,nicar,Desconocido,False
http://https://diagnostika.com.ar/presupuesto/c/?fbclid=PAY2xjawIKdlhleHRuA2FlbQIxMAABpmKNnhMsU9XlthHgIhQxFJT2Ss3TjMxHpEIXtkYVT_PYVOWXvupJLj1FIQ_aem_wlIOmJbmLGlpiOXdw9VNLw,com.ar,True,171,0,7,2,3,2,3,0,True,5,35,122,9.07,2017-05-24T16:49:59.323842,2026-06-16T00:00:00,8.17,0.89,nicar,Desconocido,False
http://https://registroheca.com.ar/TRIAGE/js/luna/logino,com.ar,True,56,0,0,0,5,2,0,0,True,5,43,0,12.65,2013-08-20T00:00:00,2026-04-12T00:00:00,11.94,0.71,nicar,Desconocido,False
http://https://registroheca.com.ar/TRIAGE/js/libx/pay-it/,com.ar,True,57,1,0,0,5,2,0,0,True,5,44,0,12.65,2013-08-20T00:00:00,2026-04-12T00:00:00,11.94,0.71,nicar,Desconocido,False
http://https://registroheca.com.ar/TRIAGE/js/libx/pay-it,com.ar,True,56,1,0,0,5,2,0,0,True,5,43,0,12.65,2013-08-20T00:00:00,2026-04-12T00:00:00,11.94,0.71,nicar,Desconocido,False
http://https://registroheca.com.ar/TRIAGE/js/servo.jy/,com.ar,True,54,0,0,0,4,3,0,0,True,5,41,0,12.65,2013-08-20T00:00:00,2026-04-12T00:00:00,11.94,0.71,nicar,Desconocido,False
http://https://registroheca.com.ar/TRIAGE/js/servo.jy,com.ar,True,53,0,0,0,4,3,0,0,True,5,40,0,12.65,2013-08-20T00:00:00,2026-04-12T00:00:00,11.94,0.71,nicar,Desconocido,False
http://https://supercaracol.ar/wp-content/plugins/akismet/dgt/ddgg/cold/appro.php,ar,True,81,1,0,0,8,2,0,0,True,5,68,0,11.92,2013-08-20T00:00:00,2025-07-18T00:00:00,11.94,-0.02,nicar,Desconocido,False
http://https://supercaracol.ar/wp-content/plugins/akismet/dgt/ddgg/cold/cc.php,ar,True,78,1,0,0,8,2,0,0,True,5,65,0,11.92,2013-08-20T00:00:00,2025-07-18T00:00:00,11.94,-0.02,nicar,Desconocido,False
http://https://extremas.com.ar/styles/ccDGT/DGT/,com.ar,True,48,0,0,0,4,2,0,0,True,5,35,0,4.08,2022-04-11T15:08:16.570547,2026-05-10T00:00:00,3.29,0.79,nicar,Desconocido,False
http://https://extremas.com.ar/styles/ccDGT/DGT/cc.php,com.ar,True,54,0,0,0,5,3,0,0,True,5,41,0,4.08,2022-04-11T15:08:16.570547,2026-05-10T00:00:00,3.29,0.79,nicar,Desconocido,False
http://https://extremas.com.ar/app/mony/,com.ar,True,40,0,0,0,3,2,0,0,True,5,27,0,4.08,2022-04-11T15:08:16.570547,2026-05-10T00:00:00,3.29,0.79,nicar,Desconocido,False
http://https://andresinmobiliaria.com.ar/?km8hw,com.ar,True,47,0,1,1,1,2,0,0,True,5,28,5,12.03,2014-04-29T00:00:00,2026-05-07T00:00:00,11.25,0.78,nicar,Desconocido,False
http://https://links.info-correoargentino.com.ar/,com.ar,True,49,1,0,0,1,3,0,0,True,5,36,0,12.59,2013-08-27T00:00:00,2026-03-28T00:00:00,11.92,0.67,nicar,Desconocido,False
http://https://papeleriadelnorte.com.ar/?gdfgdc,com.ar,True,47,0,0,1,1,2,0,0,True,5,27,6,12.51,2013-10-24T00:00:00,2026-04-25T00:00:00,11.76,0.75,nicar,Desconocido,False
