url,tld,is_phishing,url_length,num_dashes,num_digits,num_special_chars,path_segments,num_dots,num_underscores,num_dashes_in_hostname,double_slash_in_path,hostname_length,path_length,query_length,registration_time,creation_date,expiration_date,site_age_years,time_to_expire_years,registrar,country_registered,is_registered_in_ar,has_https,has_ssl_cert,iframe_present,insecure_forms,submit_info_to_email,abnormal_form_action,response_time,responds,http_status_code,redirected_url,title,title_length,meta_keywords,category,random_string,sensitive_words_count,embedded_brand_name,https_in_hostname,domain_in_subdomains,domain_in_paths
http://mercadolibre.com.ar,com.ar,False,26,0,0,0,0,2,0,0,False,19,0,0,12.57,2013-10-18T00:00:00,2026-05-11T00:00:00,11.77,0.79,nicar,Desconocido,False,True,True,False,False,False,False,0.889,True,200.0,https://www.mercadolibre.com.ar/,Mercado Libre Argentina - Envíos Gratis en el día,49,,otro,False,0,True,False,True,False
http://lanacion.com.ar,com.ar,False,22,0,0,0,0,2,0,0,False,15,0,0,12.37,2013-08-22T00:00:00,2026-01-01T00:00:00,11.93,0.44,nicar,Desconocido,False,True,True,True,False,False,False,0.745,True,200.0,https://www.lanacion.com.ar/,Últimas noticias de Argentina y el mundo - LA NACION,52,,noticias,False,0,False,False,True,False
http://promiedos.com.ar,com.ar,False,23,0,0,0,0,2,0,0,False,16,0,0,1.02,2024-09-02T12:08:26.592573,2025-09-09T00:00:00,0.89,0.13,nicar,Desconocido,False,True,True,False,False,False,False,0.607,True,200.0,https://www.promiedos.com.ar/,"PROMIEDOS - Futbol Argentino - Fixture, Posiciones, Copas",57,,otro,False,0,False,False,True,False
http://google.com.ar,com.ar,False,20,0,0,0,0,2,0,0,False,13,0,0,12.7,2013-10-29T00:00:00,2026-07-08T00:00:00,11.74,0.95,nicar,Desconocido,False,True,True,False,False,False,False,0.299,True,200.0,https://www.google.com/,Google,6,,otro,False,0,False,False,True,False
http://anses.gob.ar,gob.ar,False,19,0,0,0,0,2,0,0,False,12,0,0,11.41,2014-04-08T00:00:00,2025-09-01T00:00:00,11.3,0.1,nicar,Desconocido,False,True,True,False,False,False,False,0.54,True,200.0,https://anses.gob.ar/,,0,,gobierno,False,0,True,False,False,False
http://pagina12.com.ar,com.ar,False,22,0,2,0,0,2,0,0,False,15,0,0,12.45,2013-10-01T00:00:00,2026-03-10T00:00:00,11.82,0.62,nicar,Desconocido,False,True,True,True,False,False,False,0.474,True,200.0,https://www.pagina12.com.ar/,Página | 12: La otra mirada sobre Argentina y el mundo,54,"acuerdo con el fmi,peter lamelas,derecha fest,javier milei,dólar",otro,False,0,False,False,True,False
http://mercadopago.com.ar,com.ar,False,25,0,0,0,0,2,0,0,False,18,0,0,12.77,2013-10-18T00:00:00,2026-07-22T00:00:00,11.77,0.99,nicar,Desconocido,False,True,True,False,False,False,False,0.905,True,200.0,https://www.mercadopago.com.ar/,"Mercado Pago | De ahora en adelante, hacés más con tu dinero",60,"pagá, cobrá y resolvé tus finanzas desde un solo lugar.",otro,False,0,True,False,True,False
http://tn.com.ar,com.ar,False,16,0,0,0,0,2,0,0,False,9,0,0,12.25,2013-09-05T00:00:00,2025-12-02T00:00:00,11.89,0.36,nicar,Desconocido,False,True,True,True,False,False,False,0.166,True,200.0,https://tn.com.ar/,Últimas Noticias de Argentina y del Mundo | Todo Noticias,57,,noticias,False,0,False,False,False,False
http://lavoz.com.ar,com.ar,False,19,0,0,0,0,2,0,0,False,12,0,0,12.07,2013-09-10T00:00:00,2025-10-03T00:00:00,11.88,0.19,nicar,Desconocido,False,True,True,True,False,False,False,0.437,True,200.0,https://www.lavoz.com.ar/,La Voz del Interior,19,,otro,False,0,False,False,True,False
http://afip.gob.ar,gob.ar,False,18,0,0,0,0,2,0,0,False,11,0,0,12.58,2013-10-30T00:00:00,2026-05-26T00:00:00,11.74,0.84,nicar,Desconocido,False,True,True,False,False,False,False,0.737,True,200.0,https://afip.gob.ar/,,0,,gobierno,False,0,True,False,False,False
http://ole.com.ar,com.ar,False,17,0,0,0,0,2,0,0,False,10,0,0,12.37,2013-08-22T00:00:00,2026-01-01T00:00:00,11.93,0.44,nicar,Desconocido,False,True,True,True,False,False,False,0.317,True,200.0,https://www.ole.com.ar/,Diario deportivo OLÉ - Argentina,32,,noticias,False,0,False,False,True,False
http://claro.com.ar,com.ar,False,19,0,0,0,0,2,0,0,False,12,0,0,12.22,2013-12-02T00:00:00,2026-02-18T00:00:00,11.65,0.57,nicar,Desconocido,False,True,True,True,True,False,False,1.087,True,200.0,https://www.claro.com.ar/personas,Conocé todos nuestros servicios | Claro Argentina,49,,otro,False,0,False,False,True,False
http://losandes.com.ar,com.ar,False,22,0,0,0,0,2,0,0,False,15,0,0,12.6,2013-10-16T00:00:00,2026-05-20T00:00:00,11.78,0.82,nicar,Desconocido,False,True,True,False,False,False,False,0.764,True,200.0,https://www.losandes.com.ar/,Los Andes | Periodismo de verdad,32,,otro,False,0,False,False,True,False
http://espn.com.ar,com.ar,False,18,0,0,0,0,2,0,0,False,11,0,0,12.54,2014-01-06T00:00:00,2026-07-18T00:00:00,11.55,0.98,nicar,Desconocido,False,True,True,False,False,False,False,0.431,True,200.0,https://www.espn.com.ar/,ESPN Argentina - Lo Último del Mundo Deportivo,46,,otro,False,0,False,False,True,False
http://diariouno.com.ar,com.ar,False,23,0,0,0,0,2,0,0,False,16,0,0,7.06,2019-01-18T13:38:00.441499,2026-02-07T00:00:00,6.52,0.54,nicar,Desconocido,False,True,True,False,False,False,False,0.414,True,200.0,https://www.diariouno.com.ar/,Diario UNO,10,,noticias,False,0,False,False,True,False
http://correoargentino.com.ar,com.ar,False,29,0,0,0,0,2,0,0,False,22,0,0,12.36,2013-08-27T00:00:00,2026-01-01T00:00:00,11.92,0.44,nicar,Desconocido,False,False,False,False,False,False,False,,False,,,,0,,otro,False,0,False,False,False,False
http://argentina.gob.ar,gob.ar,False,23,0,0,0,0,2,0,0,False,16,0,0,12.14,2013-08-22T00:00:00,2025-10-09T00:00:00,11.93,0.21,nicar,Desconocido,False,True,True,True,False,False,False,0.203,True,200.0,https://www.argentina.gob.ar,Inicio | Argentina.gob.ar,25,"gobierno, argentino, nacional, gobierno argentino, gobierno nacional, república argentina, administración, gestión, pública, administración pública, gestión pública, digital, trámites, servicios, trámites en línea, gobierno digital, servicios en línea, servicios digitales, estado, transparencia, ciudadanos, modernización, organismo, organismo público, organismos públicos, organismos, beneficios, beneficios",gobierno,False,0,False,False,True,False
http://solodeportes.com.ar,com.ar,False,26,0,0,0,0,2,0,0,False,19,0,0,5.06,2020-12-15T14:30:59.094603,2026-01-06T00:00:00,4.61,0.45,nicar,Desconocido,False,True,True,True,False,False,False,0.579,True,200.0,https://www.solodeportes.com.ar/,Solo Deportes - Calzado e indumentaria para el deporte,54,"solo deportes, deportes, zapatillas, accesorios, indumentaria, adidas, boca, river, pelotas, bolsos, mochilas, paletas, raquetas, raqueteros, futbol, indumentaria, accesorios, calzado, sandalias, paleteros, handball, patines, rollers, panchas, botines, ojotas, suecos, voley, botas, accesorioas, basketball, billeteras, riñoneras, botineros, football, rollers, patines, tablas, gorras, gorros, rugby, carteras, balones, fútbol, independiente, estudiantes, básquetball, indumetaria, ferrari, fitness, tennis, racing, futbol, roller, speedo, pelota, paleta, hockey, ducati, topper, reebok, wilson, pumas, rugby, patín, padel, voley, skate, palos, river, messi, sport, vairo, shoes, crocs, kappa, yoga, golf, puma, nike, head, reef, fila, vans, pony, nba",otro,False,0,False,False,True,False
http://zonaprop.com.ar,com.ar,False,22,0,0,0,0,2,0,0,False,15,0,0,12.29,2013-08-26T00:00:00,2025-12-06T00:00:00,11.92,0.37,nicar,Desconocido,False,True,True,False,False,False,False,0.125,True,403.0,https://www.zonaprop.com.ar/,Just a moment...,16,,otro,False,0,False,False,True,False
http://meteored.com.ar,com.ar,False,22,0,0,0,0,2,0,0,False,15,0,0,12.61,2013-10-18T00:00:00,2026-05-26T00:00:00,11.77,0.84,nicar,Desconocido,False,True,True,True,True,False,False,0.739,True,200.0,https://www.meteored.com.ar/,Pronóstico del tiempo 14 días - Meteored,40,"tiempo - pronóstico a 14 días, tiempo argentina, pronóstico argentina, clima argentina",otro,False,0,False,False,True,False
http://educacion.gob.ar,gob.ar,False,23,0,0,0,0,2,0,0,False,16,0,0,12.64,2013-08-21T00:00:00,2026-04-10T00:00:00,11.93,0.71,nicar,Desconocido,False,False,False,False,False,False,False,,False,,,,0,,gobierno,False,0,False,False,False,False
http://bplay.bet.ar,bet.ar,False,19,0,0,0,0,2,0,0,False,12,0,0,88.05,2013-01-01T00:00:00,2100-12-31T00:00:00,12.57,75.48,nicar,Desconocido,False,True,True,False,False,False,False,0.049,True,403.0,https://bplay.bet.ar/,Attention Required! | Cloudflare,32,,otro,False,0,False,False,False,False
http://tujugada.com.ar,com.ar,False,22,0,0,0,0,2,0,0,False,15,0,0,12.25,2013-11-13T00:00:00,2026-02-09T00:00:00,11.7,0.55,nicar,Desconocido,False,True,True,False,False,False,False,0.095,True,403.0,https://tujugada.com.ar/,Attention Required! | Cloudflare,32,,otro,False,0,False,False,False,False
http://jugandoonline.com.ar,com.ar,False,27,0,0,0,0,2,0,0,False,20,0,0,12.84,2013-08-25T00:00:00,2026-06-25T00:00:00,11.92,0.92,nicar,Desconocido,False,True,True,False,False,False,False,1.632,True,200.0,https://www.jugandoonline.com.ar/rHome.aspx,Quiniela y Loterías Sorteos de Hoy - Jugando Online,51,,otro,False,0,False,False,True,False
http://mrse.com.ar,com.ar,False,18,0,0,0,0,2,0,0,False,11,0,0,12.39,2013-08-26T00:00:00,2026-01-12T00:00:00,11.92,0.47,nicar,Desconocido,False,False,False,False,False,False,False,,False,,,,0,,otro,False,0,False,False,False,False
http://betano.bet.ar,bet.ar,False,20,0,0,0,0,2,0,0,False,13,0,0,88.05,2013-01-01T00:00:00,2100-12-31T00:00:00,12.57,75.48,nicar,Desconocido,False,True,True,True,False,False,False,0.47,True,403.0,https://www.betano.bet.ar/,Betano Splash Screen,20,,otro,False,0,False,False,True,False
http://uba.ar,ar,False,13,0,0,0,0,1,0,0,False,6,0,0,11.83,2014-05-06T00:00:00,2026-03-03T00:00:00,11.22,0.61,nicar,Desconocido,False,True,True,False,True,False,False,1.236,True,200.0,https://uba.ar/,Universidad de Buenos Aires,27,"universidad de buenos aires, uba",educacion,False,0,False,False,False,False
http://unc.edu.ar,edu.ar,False,17,0,0,0,0,2,0,0,False,10,0,0,,,,,,,,False,True,True,False,False,False,False,1.426,True,200.0,https://www.unc.edu.ar/,Universidad Nacional de Córdoba | Campus Virtual,48,,educacion,False,0,False,False,True,False
